# Data for variant /tmp/rand_80000_40000_5_1000/None
1 0.11476871264899131 0.11476871264899131 0.11476871264899131 
2 0.2357569180683668 0.2357569180683668 0.2357569180683668 
4 0.530363137015563 0.530363137015563 0.530363137015563 
