# Data for variant /tmp/rand_40000_40000_5_10000/None
1 0.115585408838493 0.115585408838493 0.115585408838493 
2 0.2385805964514911 0.2385805964514911 0.2385805964514911 
4 0.4099540040099068 0.4099540040099068 0.4099540040099068 
